"age","fnlwgt","capital_gain","capital_loss","hours_per_week","income","sex","race","relationship","marital_status","workclass","occupation","education","native_country"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","0","2","2","3","11","38"
"(17-31.6]","(602143.4-896330.6]","0","0","(40.2-59.8]","<=50K","0","2","4","0","2","2","11","38"
"(46.2-60.8]","(13769-307956.2]","0","0","(40.2-59.8]","<=50K","0","4","1","0","2","11","11","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(59.8-79.4]","<=50K","1","4","2","2","2","9","12","38"
"(31.6-46.2]","(13769-307956.2]","(114-99999]","0","(40.2-59.8]",">50K","1","4","0","2","3","3","15","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(59.8-79.4]",">50K","1","4","0","2","2","3","10","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","1","0","2","0","15","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(59.8-79.4]","<=50K","1","4","1","0","2","7","9","38"
"(46.2-60.8]","(13769-307956.2]","(114-99999]","0","(40.2-59.8]",">50K","1","2","0","2","2","2","15","38"
"(17-31.6]","(307956.2-602143.4]","0","0","(20.6-40.2]","<=50K","1","2","1","4","2","12","7","38"
"(75.4-90]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","0","2","4","3","11","7"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","0","2","2","9","9","38"
"(46.2-60.8]","(13769-307956.2]","0","0","(20.6-40.2]",">50K","0","4","5","2","2","9","14","38"
"(60.8-75.4]","(307956.2-602143.4]","0","0","(20.6-40.2]","<=50K","0","4","1","6","3","11","15","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","1","0","2","0","11","38"
"(31.6-46.2]","(307956.2-602143.4]","0","0","(20.6-40.2]","<=50K","0","4","5","2","5","3","11","38"
"(17-31.6]","(13769-307956.2]","0","0","(1-20.6]","<=50K","0","2","4","4","2","3","12","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","4","0","2","6","9","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","4","4","1","0","15","25"
"(60.8-75.4]","(13769-307956.2]","(114-99999]","0","(20.6-40.2]",">50K","0","2","4","6","2","7","11","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","4","4","3","4","5","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]",">50K","1","4","0","2","1","9","12","38"
"(17-31.6]","(13769-307956.2]","0","0","(79.4-99]","<=50K","1","4","1","3","0","9","9","38"
"(46.2-60.8]","(13769-307956.2]","0","0","(20.6-40.2]",">50K","0","4","5","2","2","2","7","38"
"(17-31.6]","(307956.2-602143.4]","0","0","(40.2-59.8]","<=50K","0","2","1","4","2","0","11","38"
"(17-31.6]","(13769-307956.2]","0","0","(1-20.6]","<=50K","1","4","0","2","1","2","8","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","5","2","2","4","5","38"
"(31.6-46.2]","(13769-307956.2]","0","(155-4356]","(20.6-40.2]",">50K","0","4","5","2","2","0","15","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","1","0","5","0","11","38"
"(46.2-60.8]","(13769-307956.2]","0","(155-4356]","(20.6-40.2]",">50K","0","4","5","2","2","9","12","38"
"(31.6-46.2]","(307956.2-602143.4]","0","0","(59.8-79.4]","<=50K","0","4","1","0","2","0","11","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]",">50K","1","4","0","2","3","9","14","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","1","0","2","11","15","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","3","4","2","0","11","38"
"(17-31.6]","(13769-307956.2]","0","(155-4356]","(1-20.6]","<=50K","1","4","3","4","2","5","2","25"
"(46.2-60.8]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","0","2","2","4","11","38"
"(60.8-75.4]","(307956.2-602143.4]","0","0","(20.6-40.2]","<=50K","0","4","1","0","2","0","2","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","0","2","2","3","11","38"
"(46.2-60.8]","(13769-307956.2]","0","0","(20.6-40.2]",">50K","1","4","0","2","1","9","8","38"
"(46.2-60.8]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","2","4","5","2","11","15","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","1","4","2","2","15","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","3","4","2","0","15","38"
"(46.2-60.8]","(307956.2-602143.4]","0","0","(20.6-40.2]",">50K","1","2","0","2","2","13","11","38"
"(46.2-60.8]","(13769-307956.2]","(114-99999]","0","(40.2-59.8]",">50K","1","4","0","2","2","5","15","25"
"(46.2-60.8]","(13769-307956.2]","0","0","(20.6-40.2]",">50K","1","4","0","2","2","3","11","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(40.2-59.8]",">50K","1","4","0","2","2","0","9","38"
"(17-31.6]","(13769-307956.2]","0","0","(40.2-59.8]","<=50K","0","4","1","4","2","7","9","38"
"(17-31.6]","(13769-307956.2]","0","0","(40.2-59.8]","<=50K","1","4","1","4","2","11","15","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","4","4","3","3","9","38"
"(46.2-60.8]","(13769-307956.2]","0","0","(20.6-40.2]",">50K","0","4","5","2","2","9","9","38"
"(17-31.6]","(13769-307956.2]","(114-99999]","0","(1-20.6]","<=50K","0","4","1","0","2","7","5","38"
"(46.2-60.8]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","3","4","2","0","8","38"
"(31.6-46.2]","(13769-307956.2]","(114-99999]","0","(20.6-40.2]","<=50K","1","4","1","4","2","2","11","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","1","4","2","6","11","38"
"(31.6-46.2]","(307956.2-602143.4]","0","0","(1-20.6]","<=50K","1","4","0","2","2","10","15","3"
"(31.6-46.2]","(13769-307956.2]","(114-99999]","0","(20.6-40.2]","<=50K","1","4","0","2","2","2","1","38"
"(46.2-60.8]","(13769-307956.2]","0","0","(40.2-59.8]","<=50K","1","4","1","0","2","0","15","10"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]",">50K","1","4","0","2","1","0","1","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","1","4","5","9","7","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","0","2","1","10","9","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]",">50K","1","4","0","2","4","3","15","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(59.8-79.4]","<=50K","0","4","2","0","2","9","14","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","0","2","2","9","9","38"
"(60.8-75.4]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","0","2","2","0","11","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","0","2","2","13","1","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","4","4","2","0","15","38"
"(17-31.6]","(13769-307956.2]","(114-99999]","0","(20.6-40.2]",">50K","1","4","3","4","2","9","12","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","1","0","2","11","11","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","1","5","1","13","11","38"
"(17-31.6]","(13769-307956.2]","(114-99999]","0","(40.2-59.8]",">50K","1","4","0","2","2","9","14","38"
"(17-31.6]","(13769-307956.2]","0","0","(59.8-79.4]","<=50K","1","4","1","4","4","9","12","21"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","4","5","2","7","9","10"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","0","2","4","9","9","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","3","4","0","3","9","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","1","0","1","2","0","38"
"(31.6-46.2]","(307956.2-602143.4]","0","0","(20.6-40.2]",">50K","1","4","0","2","2","2","15","38"
"(46.2-60.8]","(13769-307956.2]","0","0","(40.2-59.8]","<=50K","1","4","0","2","2","9","9","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","3","4","2","7","15","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","0","2","4","4","5","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","4","0","2","0","1","38"
"(46.2-60.8]","(13769-307956.2]","0","0","(40.2-59.8]","<=50K","1","4","0","2","2","6","11","38"
"(60.8-75.4]","(13769-307956.2]","(114-99999]","0","(20.6-40.2]",">50K","1","4","0","2","1","2","2","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(40.2-59.8]",">50K","1","4","1","0","2","5","1","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","0","2","2","13","11","38"
"(17-31.6]","(13769-307956.2]","0","0","(1-20.6]","<=50K","0","4","3","4","2","3","9","12"
"(46.2-60.8]","(13769-307956.2]","0","0","(59.8-79.4]",">50K","1","4","0","2","2","11","14","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(40.2-59.8]","<=50K","1","4","3","4","2","2","11","38"
"(17-31.6]","(13769-307956.2]","0","0","(1-20.6]","<=50K","1","4","3","2","2","7","11","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(59.8-79.4]","<=50K","1","4","0","2","2","6","11","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]",">50K","1","4","0","2","2","3","9","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]",">50K","1","4","0","2","2","3","8","8"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","1","4","2","2","15","38"
"(31.6-46.2]","(307956.2-602143.4]","(114-99999]","0","(20.6-40.2]",">50K","1","4","0","2","5","9","10","3"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","0","2","2","3","12","38"
"(31.6-46.2]","(13769-307956.2]","(114-99999]","0","(40.2-59.8]",">50K","1","4","0","2","3","3","15","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","0","2","1","9","9","38"
"(60.8-75.4]","(13769-307956.2]","0","0","(40.2-59.8]","<=50K","1","4","1","3","2","3","11","38"
"(17-31.6]","(13769-307956.2]","0","0","(1-20.6]","<=50K","1","4","3","4","2","5","15","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","4","5","2","3","7","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]",">50K","0","4","5","2","2","9","9","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","1","0","2","11","11","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","3","0","2","2","11","11","25"
"(46.2-60.8]","(13769-307956.2]","0","0","(1-20.6]","<=50K","1","4","0","2","4","13","1","38"
"(17-31.6]","(13769-307956.2]","0","0","(40.2-59.8]","<=50K","1","4","0","2","2","3","11","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","2","0","2","2","3","6","38"
"(75.4-90]","(13769-307956.2]","0","0","(40.2-59.8]","<=50K","1","4","0","2","2","11","9","38"
"(31.6-46.2]","(13769-307956.2]","(114-99999]","0","(20.6-40.2]",">50K","1","4","0","2","2","13","11","38"
"(46.2-60.8]","(307956.2-602143.4]","0","0","(20.6-40.2]","<=50K","1","4","0","2","5","7","11","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","3","4","2","2","8","38"
"(46.2-60.8]","(13769-307956.2]","0","0","(40.2-59.8]","<=50K","0","4","4","4","2","11","1","38"
"(46.2-60.8]","(13769-307956.2]","0","0","(1-20.6]",">50K","1","4","0","2","2","2","11","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","4","4","2","3","15","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","1","4","2","2","7","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(40.2-59.8]","<=50K","1","4","0","2","1","5","11","38"
"(17-31.6]","(13769-307956.2]","0","0","(1-20.6]","<=50K","1","4","1","4","2","6","7","38"
"(46.2-60.8]","(13769-307956.2]","0","0","(40.2-59.8]","<=50K","1","4","0","2","2","9","9","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(40.2-59.8]","<=50K","0","4","3","4","4","7","15","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","0","2","2","3","9","38"
"(46.2-60.8]","(307956.2-602143.4]","0","0","(20.6-40.2]","<=50K","1","4","1","0","2","11","15","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","0","2","2","6","11","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","0","2","4","2","2","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","3","4","2","0","15","38"
"(46.2-60.8]","(13769-307956.2]","(114-99999]","0","(59.8-79.4]",">50K","1","4","1","4","2","6","11","38"
"(46.2-60.8]","(13769-307956.2]","0","0","(59.8-79.4]","<=50K","1","4","0","2","2","2","11","38"
"(46.2-60.8]","(13769-307956.2]","0","(155-4356]","(40.2-59.8]",">50K","1","4","0","2","5","9","9","38"
"(60.8-75.4]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","4","6","2","7","0","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","4","0","2","11","11","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","4","3","2","0","15","38"
"(31.6-46.2]","(13769-307956.2]","(114-99999]","0","(20.6-40.2]","<=50K","1","4","0","2","4","4","11","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","4","0","0","0","15","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","0","2","2","11","11","38"
"(46.2-60.8]","(13769-307956.2]","(114-99999]","0","(59.8-79.4]",">50K","0","4","1","0","2","7","1","38"
"(46.2-60.8]","(307956.2-602143.4]","0","0","(40.2-59.8]","<=50K","1","4","0","2","2","3","12","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(59.8-79.4]","<=50K","0","4","1","0","5","9","9","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","4","4","2","0","11","38"
"(17-31.6]","(13769-307956.2]","0","0","(40.2-59.8]","<=50K","1","4","4","4","4","2","11","38"
"(46.2-60.8]","(13769-307956.2]","0","(155-4356]","(40.2-59.8]",">50K","1","4","0","2","2","9","12","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]",">50K","1","4","0","2","2","6","15","11"
"(17-31.6]","(307956.2-602143.4]","0","0","(20.6-40.2]","<=50K","1","4","1","0","5","13","6","7"
"(60.8-75.4]","(13769-307956.2]","(114-99999]","0","(79.4-99]","<=50K","1","4","0","2","2","6","11","38"
"(17-31.6]","(13769-307956.2]","0","0","(59.8-79.4]","<=50K","1","4","1","0","2","7","11","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","3","4","2","5","1","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","1","4","2","2","11","38"
"(46.2-60.8]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","5","2","4","11","9","38"
"(31.6-46.2]","(13769-307956.2]","(114-99999]","0","(1-20.6]","<=50K","1","4","3","4","2","6","15","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(59.8-79.4]","<=50K","1","4","1","4","2","0","11","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(1-20.6]","<=50K","1","4","3","4","2","11","11","38"
"(17-31.6]","(13769-307956.2]","0","0","(1-20.6]","<=50K","1","4","1","4","2","6","11","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","1","0","1","0","15","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","3","4","5","9","14","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","1","0","2","11","11","38"
"(17-31.6]","(13769-307956.2]","0","0","(1-20.6]","<=50K","0","4","5","2","2","0","1","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","1","0","2","9","15","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(40.2-59.8]","<=50K","1","4","0","2","2","13","5","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","1","4","2","0","11","38"
"(17-31.6]","(13769-307956.2]","0","0","(1-20.6]","<=50K","0","4","3","4","2","11","12","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","0","2","0","0","15","38"
"(17-31.6]","(13769-307956.2]","0","0","(40.2-59.8]","<=50K","0","4","1","4","1","9","9","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","1","4","2","13","15","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","0","2","4","2","9","38"
"(46.2-60.8]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","1","0","2","2","11","15","29"
"(31.6-46.2]","(13769-307956.2]","0","(155-4356]","(79.4-99]",">50K","1","4","0","2","2","6","11","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","3","4","2","11","9","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","3","4","2","3","9","38"
"(60.8-75.4]","(13769-307956.2]","0","0","(79.4-99]",">50K","1","4","0","2","2","13","15","38"
"(31.6-46.2]","(307956.2-602143.4]","0","0","(20.6-40.2]",">50K","0","4","5","2","2","12","8","23"
"(17-31.6]","(307956.2-602143.4]","0","0","(20.6-40.2]","<=50K","1","4","2","4","2","6","11","38"
"(31.6-46.2]","(307956.2-602143.4]","0","0","(20.6-40.2]","<=50K","1","4","0","2","2","7","15","38"
"(17-31.6]","(13769-307956.2]","(114-99999]","0","(20.6-40.2]","<=50K","0","4","1","4","2","3","12","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(59.8-79.4]",">50K","1","2","1","4","2","9","14","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","1","0","2","4","11","1","36"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","1","5","2","0","12","38"
"(46.2-60.8]","(13769-307956.2]","0","0","(20.6-40.2]",">50K","1","2","0","2","3","3","9","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","3","4","2","5","15","38"
"(17-31.6]","(13769-307956.2]","0","0","(40.2-59.8]","<=50K","1","4","1","4","2","2","2","38"
"(17-31.6]","(13769-307956.2]","0","0","(1-20.6]","<=50K","1","4","1","4","4","2","15","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","3","4","1","7","6","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","2","1","4","2","0","15","38"
"(17-31.6]","(13769-307956.2]","(114-99999]","0","(20.6-40.2]",">50K","1","4","0","2","2","13","11","38"
"(17-31.6]","(13769-307956.2]","0","0","(1-20.6]","<=50K","0","4","3","0","2","2","1","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","1","4","5","0","9","38"
"(17-31.6]","(13769-307956.2]","(114-99999]","0","(20.6-40.2]","<=50K","1","4","0","2","2","2","9","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","3","4","2","7","11","38"
"(17-31.6]","(13769-307956.2]","0","(155-4356]","(20.6-40.2]","<=50K","0","4","3","4","2","12","15","38"
"(46.2-60.8]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","1","0","2","12","8","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","1","4","2","9","9","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(59.8-79.4]","<=50K","0","4","5","2","2","6","11","38"
"(46.2-60.8]","(13769-307956.2]","0","0","(40.2-59.8]",">50K","1","1","0","2","4","4","11","29"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","0","2","2","6","15","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","4","4","2","8","11","38"
"(46.2-60.8]","(307956.2-602143.4]","0","(155-4356]","(20.6-40.2]","<=50K","1","4","0","2","2","2","11","38"
"(46.2-60.8]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","1","0","2","2","15","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","1","4","2","6","11","7"
"(31.6-46.2]","(13769-307956.2]","0","0","(40.2-59.8]","<=50K","1","4","0","2","2","4","11","38"
"(46.2-60.8]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","1","0","2","0","11","25"
"(46.2-60.8]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","3","4","1","7","9","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","1","4","0","0","11","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","3","4","2","2","15","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(40.2-59.8]",">50K","1","4","0","2","3","11","15","1"
"(60.8-75.4]","(13769-307956.2]","0","0","(40.2-59.8]",">50K","1","4","0","2","2","11","15","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","4","0","2","12","9","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]",">50K","1","4","0","2","1","2","8","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","1","4","4","2","15","12"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","2","4","2","7","2","38"
"(17-31.6]","(13769-307956.2]","0","0","(40.2-59.8]","<=50K","1","4","3","4","2","5","11","38"
"(46.2-60.8]","(13769-307956.2]","0","0","(40.2-59.8]","<=50K","1","4","0","2","2","3","15","38"
"(60.8-75.4]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","0","2","0","3","5","38"
"(46.2-60.8]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","2","4","0","2","13","11","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","0","4","5","2","2","6","38"
"(17-31.6]","(13769-307956.2]","0","0","(59.8-79.4]","<=50K","0","4","1","4","2","11","7","1"
"(46.2-60.8]","(13769-307956.2]","(114-99999]","0","(20.6-40.2]",">50K","0","4","5","2","2","3","9","38"
"(46.2-60.8]","(13769-307956.2]","(114-99999]","0","(20.6-40.2]",">50K","1","2","4","0","2","11","12","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","1","4","2","3","15","38"
"(31.6-46.2]","(13769-307956.2]","(114-99999]","0","(20.6-40.2]","<=50K","1","4","1","0","1","2","8","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","2","4","2","9","12","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]",">50K","1","4","0","2","2","11","9","38"
"(46.2-60.8]","(13769-307956.2]","0","0","(40.2-59.8]","<=50K","1","4","0","2","2","4","1","38"
"(75.4-90]","(13769-307956.2]","(114-99999]","0","(40.2-59.8]","<=50K","1","4","1","4","1","7","15","38"
"(60.8-75.4]","(13769-307956.2]","0","0","(1-20.6]","<=50K","0","4","1","6","2","7","15","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","4","4","3","3","11","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(40.2-59.8]","<=50K","1","4","1","4","2","2","15","38"
"(31.6-46.2]","(307956.2-602143.4]","0","0","(20.6-40.2]","<=50K","1","4","0","2","2","2","11","38"
"(17-31.6]","(13769-307956.2]","0","0","(1-20.6]","<=50K","1","4","3","4","2","6","15","38"
"(46.2-60.8]","(13769-307956.2]","0","0","(20.6-40.2]",">50K","1","4","0","2","5","9","11","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","3","4","3","3","12","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(40.2-59.8]","<=50K","1","2","4","0","2","7","11","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","1","5","2","6","11","4"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","3","4","2","5","8","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(40.2-59.8]",">50K","1","4","0","2","2","3","9","38"
"(60.8-75.4]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","1","6","0","9","12","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","1","4","2","6","15","38"
"(17-31.6]","(13769-307956.2]","0","0","(1-20.6]","<=50K","0","4","3","4","1","9","10","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","0","2","2","12","15","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(40.2-59.8]","<=50K","1","4","0","2","4","9","9","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(59.8-79.4]","<=50K","0","4","1","0","2","0","11","38"
"(31.6-46.2]","(13769-307956.2]","0","(155-4356]","(20.6-40.2]","<=50K","1","4","0","2","3","11","1","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","3","4","2","0","15","38"
"(17-31.6]","(307956.2-602143.4]","0","0","(20.6-40.2]","<=50K","1","4","4","0","2","11","15","38"
"(46.2-60.8]","(13769-307956.2]","0","(155-4356]","(20.6-40.2]",">50K","1","4","0","2","2","9","9","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","4","0","5","0","11","38"
"(31.6-46.2]","(307956.2-602143.4]","(114-99999]","0","(20.6-40.2]",">50K","1","4","0","2","2","6","9","38"
"(17-31.6]","(307956.2-602143.4]","0","0","(59.8-79.4]","<=50K","0","4","3","4","2","11","15","1"
"(31.6-46.2]","(13769-307956.2]","(114-99999]","0","(40.2-59.8]",">50K","1","1","0","2","5","3","9","39"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","1","4","2","0","15","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","0","2","2","9","9","38"
