"","tax","income","csp","age","educ","marital","race","sex","ss"
"28538",800,47079,0,38,"42","1","1","1",0
"28539",190,9600,0,79,"31","4","1","2",0
"28541",0,81048,0,57,"37","1","1","1",0
"28542",76,45000,0,45,"39","1","2","1",0
"28543",35,8480,0,36,"39","7","2","2",0
"28544",574,62558,0,58,"36","1","1","1",0
"28545",0,6870,0,75,"35","4","2","2",3786
"28547",143,50214,0,64,"43","1","1","1",1740
"28548",279,16863,0,67,"39","5","1","2",7038
"28549",0,16836,0,77,"32","1","1","1",8934
"28550",24,26853,0,58,"36","1","1","2",0
"28551",0,18485,0,18,"39","7","1","1",0
"28552",0,5500,0,23,"39","7","1","2",0
"28553",841,21054,0,86,"44","1","1","1",9964
"28554",1273,22572,0,75,"40","4","1","1",16146
"28555",96,70000,0,54,"40","1","1","1",0
"28556",600,33104,0,68,"39","1","1","1",0
"28557",509,39322,0,66,"44","1","1","1",9918
"28558",250,47292,0,77,"44","1","1","1",13746
"28559",19,22800,0,57,"39","1","1","1",0
"28560",340,63000,0,48,"39","1","1","1",0
"28561",200,42200,0,31,"40","1","1","1",0
"28562",186,39299,0,58,"40","1","1","1",0
"28563",0,27000,0,19,"37","1","1","2",0
"28564",300,25548,0,79,"33","1","1","1",9420
"28565",800,32220,0,44,"40","1","1","1",0
"28566",700,58010,0,35,"39","1","1","1",0
"28567",350,41650,0,55,"39","1","1","1",0
"28568",1400,73100,0,44,"40","1","1","1",0
"28569",2000,51000,0,30,"39","1","1","1",0
"28570",750,17092,0,68,"34","1","1","1",8546
"28571",0,28104,0,64,"40","4","1","2",8052
"28572",0,35000,0,23,"40","7","1","2",0
"28573",0,25100,0,19,"40","7","1","2",0
"28574",800,102000,0,39,"39","1","1","1",0
"28575",607,58034,0,54,"39","1","1","1",0
"28576",0,13100,0,48,"34","4","2","2",0
"28577",0,16740,4420,35,"39","5","2","2",0
"28578",79,8478,1144,46,"39","6","2","2",0
"28579",690,6000,0,31,"39","5","1","1",0
"28580",0,19298,0,58,"34","4","1","1",0
"28581",0,108219,0,50,"43","3","1","1",0
"28582",1100,15115,0,75,"39","1","1","1",10350
"28583",2155,115168,0,50,"42","1","1","1",0
"28584",800,77574,0,47,"39","1","1","1",0
"28585",1500,87469,0,47,"39","1","1","1",0
"28586",0,11603,0,90,"40","4","1","2",11346
"28587",0,5352,0,90,"34","3","1","1",0
"28589",2000,58350,0,33,"41","1","1","1",0
"28590",728,26488,0,81,"39","1","1","1",9990
"28591",300,38310,0,66,"39","1","1","1",10800
"28592",1200,25098,0,37,"39","1","1","2",0
"28593",280,13942,0,79,"37","1","1","2",3942
"28594",650,26068,0,68,"39","1","1","1",13014
"28595",997,23006,0,24,"40","7","1","1",0
"28596",400,12986,0,90,"39","4","1","2",1746
"28597",160,17076,0,47,"39","5","1","2",0
"28598",0,119001,0,51,"43","1","1","1",0
"28599",979,23896,0,76,"35","1","1","1",8730
"28600",27,33097,0,64,"39","1","2","1",3000
"28601",23,28516,0,27,"40","1","1","1",0
"28602",0,27548,0,77,"33","4","2","2",0
"28603",89,41000,0,52,"39","1","2","2",0
"28604",1300,65100,0,34,"39","1","1","1",0
"28605",700,51769,0,48,"41","1","1","1",0
"28607",370,23964,0,74,"39","1","1","1",8346
"28609",125,46022,0,28,"42","1","2","1",0
"28610",242,61025,0,47,"44","1","2","2",0
"28611",0,6714,0,54,"39","6","2","2",6174
"28612",1100,79606,0,63,"34","1","1","1",7810
"28613",680,62333,0,68,"39","1","1","1",8946
"28614",425,1,0,73,"41","6","1","1",0
"28615",200,37760,0,52,"44","1","1","1",0
"28616",935,72900,0,57,"36","1","1","1",0
"28617",275,75000,0,28,"43","7","1","1",0
"28618",935,50140,0,51,"38","1","1","1",0
"28619",1056,54024,0,58,"40","1","1","1",0
"28620",935,65202,0,57,"39","1","1","1",0
"28621",0,10661,0,17,"33","1","3","2",0
"28622",0,6100,0,26,"40","7","3","2",0
"28623",0,55420,0,50,"39","1","1","1",0
"28624",1100,37000,0,58,"41","1","1","1",0
"28625",0,9228,0,73,"39","4","1","2",6588
"28627",0,12371,0,74,"39","7","1","2",10914
"28628",0,35071,0,50,"42","5","1","1",0
"28629",0,52804,0,64,"39","4","1","1",0
"28630",122,75926,0,43,"43","1","1","1",0
"28631",756,49306,0,37,"40","5","1","2",11316
"28632",0,29480,0,52,"39","5","1","2",0
"28633",90,18177,0,62,"39","1","1","1",2130
"28634",600,125219,0,52,"39","1","1","2",0
"28635",0,11652,0,77,"42","1","1","2",3186
"28636",1250,53486,0,45,"40","1","1","1",0
"28637",800,37987,0,43,"39","7","1","1",0
"28638",200,24005,0,29,"41","5","1","1",0
"28639",121,5551,0,35,"39","7","1","1",0
"28640",700,44980,0,25,"43","1","1","2",0
"28641",1200,77048,0,55,"43","1","1","1",0
"28642",3550,57522,0,81,"39","4","1","1",12522
"28643",196,28622,0,63,"39","1","1","1",0
"28644",123,12010,0,87,"37","4","1","2",7410
"28645",1800,88520,0,54,"39","1","1","1",0
"28646",180,43775,0,51,"43","4","1","2",0
"28647",3665,79063,0,63,"39","1","1","1",11451
"28649",2000,63214,0,50,"43","1","1","1",0
"28650",2000,52935,0,49,"40","1","1","1",16236
"28651",1200,65004,0,19,"39","7","1","1",0
"28652",468,19479,0,41,"40","6","1","2",0
"28653",1500,94808,0,48,"40","1","3","2",0
"28654",800,60300,0,29,"39","1","3","2",0
"28655",500,8370,0,74,"39","4","3","1",7770
"28656",194,1,0,49,"39","1","1","1",0
"28657",144,20879,0,43,"41","1","1","1",0
"28658",0,43299,0,52,"40","1","1","2",9546
"28659",300,31000,0,33,"39","1","1","2",0
"28660",0,39100,0,30,"36","1","1","1",0
"28661",600,60956,0,48,"40","1","1","2",0
"28662",809,31447,0,71,"39","1","1","1",12006
"28663",129,2,0,49,"37","1","1","1",0
"28664",2000,47798,0,37,"39","1","2","2",0
"28665",1200,3330,0,72,"38","4","2","2",1998
"28666",0,35964,0,24,"39","7","2","2",0
"28667",809,34696,0,68,"39","5","1","2",5142
"28668",1500,35000,0,82,"43","4","1","2",0
"28669",458,53220,0,67,"45","1","1","1",13686
"28670",800,35932,0,58,"40","1","1","1",0
"28671",2197,76150,1000,44,"41","1","1","2",0
"28672",278,60972,0,43,"41","1","1","1",0
"28673",93,16010,0,74,"34","1","1","1",11766
"28674",1789,27851,0,78,"39","1","1","1",13746
"28675",40,10800,0,51,"39","7","1","1",0
"28676",411,55174,0,49,"43","3","1","1",0
"28677",150,87650,0,42,"40","1","1","1",0
"28678",754,1835,0,42,"45","3","1","2",0
"28679",1100,138210,0,53,"44","1","1","2",0
"28680",600,59364,0,45,"41","1","1","2",0
"28681",800,74197,0,47,"40","1","1","2",0
"28682",870,70000,0,27,"40","1","1","1",0
"28683",600,19092,0,86,"39","1","1","2",5346
"28684",1266,59688,0,48,"40","6","1","2",0
"28685",1400,132646,0,41,"43","1","1","2",0
"28686",2200,53430,0,30,"40","1","1","1",0
"28687",933,30925,0,59,"39","1","1","1",10727
"28689",1029,21300,0,36,"40","1","1","2",0
"28690",0,36000,0,42,"40","5","1","1",0
"28691",1300,43015,300,25,"40","1","2","2",0
"28692",550,147210,0,45,"39","1","1","1",0
"28693",2400,58506,0,30,"34","1","1","1",0
"28694",340,54192,0,46,"39","1","1","2",0
"28695",0,9699,1000,26,"40","7","1","2",0
"28696",0,8600,0,26,"40","7","2","2",0
"28697",0,6200,0,26,"39","6","2","2",0
"28698",240,87626,0,43,"45","7","2","2",0
"28699",1100,79300,0,34,"40","1","2","1",0
"28700",130,13184,3228,33,"39","7","2","2",0
"28701",700,88777,0,50,"40","6","1","2",0
"28702",1074,51820,0,56,"39","1","1","1",0
"28703",0,29019,0,18,"37","7","1","1",0
"28704",400,70731,0,64,"41","1","1","1",0
"28706",465,61500,0,27,"40","1","1","1",0
"28707",4000,73648,0,30,"39","1","1","1",0
"28708",0,14457,0,26,"40","7","1","2",0
"28709",850,7000,0,34,"43","1","1","2",0
"28710",2100,115000,0,50,"43","1","1","2",0
"28711",2100,283339,0,35,"43","1","1","2",0
"28712",1860,100808,0,37,"43","1","1","1",0
"28713",0,119722,0,43,"43","1","1","1",0
"28714",2000,39428,0,58,"40","1","1","1",0
"28715",1764,24005,0,26,"40","1","1","2",0
"28716",1400,118833,0,48,"40","1","1","2",0
"28717",1500,83252,0,33,"43","1","1","1",0
"28718",308,94318,0,24,"43","7","1","1",0
"28719",2332,83116,0,46,"44","1","1","1",0
"28720",1961,168393,0,68,"40","1","1","1",0
"28721",1800,105954,0,56,"44","1","1","2",0
"28722",984,38710,0,28,"39","1","1","1",0
"28723",2600,61100,0,26,"39","1","1","1",0
"28724",1553,62600,0,28,"40","1","1","2",0
"28725",0,10000,0,48,"40","3","1","2",0
"28726",0,21700,0,18,"37","7","1","1",0
"28727",0,11352,0,48,"39","1","1","2",0
"28728",42,17962,0,47,"39","5","1","1",14802
"28729",6750,142317,7200,37,"41","1","1","2",0
"28730",50,46014,0,24,"39","1","1","2",0
"28731",0,13560,0,37,"31","7","1","2",0
"28732",0,3845,0,19,"37","7","4","2",0
"28733",0,67441,0,40,"46","7","1","2",0
"28734",1290,60262,0,47,"36","1","1","1",0
"28735",0,13450,0,28,"33","7","1","1",0
"28736",0,32440,0,51,"33","1","1","1",0
"28737",980,28860,0,32,"34","1","1","2",0
"28739",2100,80200,0,51,"40","3","1","1",0
"28740",0,31400,0,57,"40","7","1","1",0
"28741",0,16500,0,54,"32","3","1","2",0
"28742",1182,34000,0,34,"40","1","1","2",0
"28743",0,139903,0,38,"43","1","1","1",0
"28744",6500,171442,0,59,"34","1","1","1",15306
"28745",0,66000,0,40,"37","1","2","1",0
"28746",0,60946,0,69,"39","6","2","1",10146
"28747",0,17092,0,81,"34","1","1","1",5546
"28748",0,22032,0,81,"33","1","1","1",14262
"28749",3100,78015,0,36,"39","1","2","1",0
"28750",12000,159926,0,36,"40","1","1","2",0
"28751",0,17292,0,69,"33","1","1","2",8346
"28752",0,5100,0,46,"35","1","1","2",0
"28753",0,2160,0,29,"39","7","1","2",0
"28754",0,95000,0,29,"40","1","2","1",0
"28755",0,50162,0,47,"44","1","1","1",0
"28756",3000,63200,0,35,"44","7","1","1",0
"28757",0,16918,100,39,"39","7","1","2",0
"28758",5700,102950,0,37,"44","1","1","1",0
"28759",0,10200,0,41,"37","7","2","2",0
"28760",0,36000,0,45,"36","3","1","2",0
"28761",0,35504,0,59,"43","5","1","2",0
"28762",903,37430,0,41,"35","6","1","1",0
"28763",207,31400,0,39,"35","1","1","1",0
"28764",225,30020,0,28,"39","1","1","1",0
"28765",0,32000,0,47,"36","1","1","1",0
"28766",180,12356,0,67,"39","1","1","1",7938
"28767",0,15979,0,67,"42","6","1","1",6576
"28768",1046,48000,0,41,"40","1","1","1",0
"28770",992,10744,0,62,"39","1","1","1",9246
"28771",0,30600,0,25,"35","1","1","1",0
"28772",670,21000,0,19,"39","7","1","2",0
"28773",1757,24052,0,65,"38","1","1","1",5346
"28774",0,142890,0,42,"44","5","1","2",0
"28775",1500,26440,0,37,"34","1","1","1",0
"28777",2200,85500,0,41,"39","1","1","1",0
"28778",4000,79414,0,38,"43","1","1","1",0
"28780",0,18000,0,44,"39","5","1","1",0
"28781",0,29116,5616,42,"40","5","1","2",0
"28782",1000,32212,0,40,"40","5","1","2",0
"28783",0,5000,0,32,"39","1","2","2",0
"28784",5142,67673,0,45,"39","7","1","2",0
"28785",336,14400,0,55,"40","5","1","2",8400
"28786",0,10000,0,37,"39","6","1","2",0
"28787",0,37466,0,39,"38","1","1","2",0
"28788",0,12678,0,67,"36","6","1","1",8634
"28789",0,30000,0,35,"35","7","1","1",0
"28790",0,21000,0,26,"39","7","2","2",0
"28791",0,22500,0,23,"39","7","1","1",0
"28792",560,28000,0,33,"43","1","1","2",0
"28793",0,51000,0,20,"40","7","1","1",0
"28794",1300,108120,0,51,"40","1","1","1",0
"28795",0,47020,0,31,"44","1","1","1",0
"28796",0,6144,0,75,"32","5","1","2",0
"28797",0,6144,0,68,"43","4","1","1",0
"28798",0,2858,0,90,"43","4","1","1",1178
"28799",625,109421,0,35,"44","7","1","2",0
"28800",0,46280,0,27,"39","7","1","2",0
"28801",1300,42000,0,53,"35","1","1","1",0
"28802",2878,92674,0,30,"40","1","1","2",0
"28803",0,14496,0,83,"33","1","1","2",6666
"28804",1037,30250,0,66,"40","1","1","1",0
"28805",3100,90000,0,50,"41","1","1","1",0
"28806",556,8172,0,73,"34","1","1","1",5322
"28807",300,44300,0,32,"44","1","1","2",0
"28808",0,8400,0,52,"35","5","1","2",0
"28809",0,18200,0,40,"39","1","2","1",0
"28810",800,20316,0,35,"41","5","1","2",0
"28811",9997,50114,0,39,"40","1","1","1",0
"28812",294,89509,0,46,"42","1","1","1",0
"28813",1000,130110,0,59,"44","1","1","1",0
"28814",600,33497,0,55,"39","5","1","1",0
"28815",2339,60186,0,51,"43","1","1","1",0
"28816",0,63020,0,25,"39","1","1","1",0
"28817",1700,21922,0,47,"43","1","1","1",0
"28818",9997,10500,0,46,"33","1","1","1",0
"28819",1387,414001,0,73,"44","1","1","1",19026
"28820",0,14000,0,49,"39","7","1","2",0
"28821",0,27000,0,61,"33","1","1","1",0
"28822",1200,62748,0,45,"40","1","1","1",0
"28823",0,9630,0,58,"32","1","1","1",0
"28824",0,49843,0,29,"32","1","1","1",0
"28825",0,7800,0,32,"39","7","1","2",0
"28826",0,15000,0,38,"36","1","2","1",0
"28827",0,5764,300,34,"34","5","1","2",4944
"28828",0,27372,0,19,"40","7","1","1",0
"28829",0,28893,0,78,"44","1","1","1",7746
"28830",4900,84483,0,42,"39","1","1","2",0
"28831",2100,99253,0,62,"44","1","1","1",0
"28832",0,40464,0,29,"39","1","1","1",0
"28833",0,12378,0,57,"39","5","1","2",0
"28834",289,42222,0,42,"40","1","1","2",0
"28835",1818,17000,0,33,"41","1","1","2",0
"28836",300,99620,0,74,"39","1","1","1",50000
"28837",742,111870,0,71,"33","4","1","2",0
"28838",1183,70883,0,54,"45","5","1","2",0
"28839",0,27240,0,30,"40","7","2","2",0
"28840",0,69000,0,44,"44","1","1","1",0
"28841",600,66106,0,32,"43","1","1","2",0
"28842",850,36883,0,38,"39","1","1","2",0
"28843",1490,83000,0,59,"41","1","1","1",0
"28844",0,33000,0,39,"42","1","1","1",0
"28845",680,7568,0,62,"34","1","1","2",0
"28846",0,28624,0,39,"39","1","1","2",0
"28848",109,48000,0,49,"32","1","1","1",0
"28849",2600,60000,0,33,"43","1","1","1",0
"28850",0,4272,0,26,"39","7","1","1",0
"28851",0,20000,0,33,"35","1","1","2",0
"28852",0,43200,0,51,"40","7","2","2",0
"28853",0,500,0,40,"37","3","1","2",0
"28854",0,13000,0,50,"36","1","1","1",0
"28855",294,5000,0,56,"36","1","1","2",0
"28856",450,45583,0,38,"40","7","1","1",0
"28857",1600,46373,0,45,"43","4","1","1",0
"28858",0,4500,0,33,"41","5","1","2",0
"28859",1045,200800,0,28,"44","1","1","2",0
"28860",2000,68010,0,36,"44","1","1","2",0
"28861",4900,77290,0,60,"40","5","2","2",0
"28862",0,41000,0,47,"39","5","1","2",0
"28863",858,41000,0,42,"40","1","1","1",0
"28864",16,15000,0,28,"39","1","1","1",0
"28865",0,17000,0,55,"40","1","1","1",0
"28866",1010,56764,3172,40,"40","1","1","2",0
"28867",2500,20541,0,51,"39","5","1","2",0
"28868",1500,30160,0,38,"39","1","1","2",0
"28869",0,14800,4800,36,"40","7","1","2",0
"28870",0,12546,0,80,"31","4","1","2",6546
"28871",1000,23000,0,45,"39","7","1","2",0
"28872",1078,57000,0,50,"43","1","1","2",0
"28873",268,33000,0,21,"37","7","2","1",0
"28874",0,6420,0,61,"40","6","1","1",0
"28875",0,10464,0,60,"34","1","1","1",0
"28876",0,2736,0,61,"33","5","1","1",0
"28877",0,7618,0,43,"33","7","2","1",7506
"28879",0,35000,0,43,"39","1","1","1",0
"28880",0,71460,0,32,"43","1","2","1",0
"28881",2200,46000,0,38,"43","1","1","2",0
"28882",846,16164,0,52,"34","1","2","1",0
"28883",72,18500,0,32,"36","7","1","1",0
"28884",0,11700,0,32,"31","1","1","1",0
"28885",325,36000,0,66,"39","1","1","1",0
"28886",600,6576,0,47,"32","5","1","2",6546
"28887",2686,42978,0,66,"39","1","1","1",14946
"28888",1684,22300,0,64,"39","1","1","2",4218
"28889",0,72920,0,20,"34","7","1","1",0
"28890",2243,76001,0,64,"40","1","1","1",0
"28891",450,10400,0,51,"34","4","1","2",0
"28892",523,64756,0,60,"43","1","1","1",0
"28893",2000,21438,0,68,"43","7","1","1",8226
"28894",1300,19300,0,31,"39","1","1","2",0
"28895",1005,30340,0,63,"33","4","1","2",0
"28896",2000,88012,0,46,"44","1","1","1",0
"28897",0,46800,0,18,"33","7","1","1",0
"28898",1100,75647,0,40,"39","1","1","1",0
"28899",2000,103100,7800,39,"39","5","1","2",0
"28900",0,34801,0,26,"43","7","1","2",0
"28901",3653,65907,0,43,"40","1","2","1",0
"28902",0,33676,0,32,"39","7","1","2",0
"28903",0,65142,0,71,"34","1","1","1",7746
"28904",0,38230,0,31,"40","1","1","2",0
"28905",0,14732,0,63,"32","7","1","1",7236
"28906",0,17000,0,36,"39","5","1","2",0
"28907",1058,78067,0,60,"39","1","1","1",0
"28909",360,49338,0,37,"40","7","1","2",0
"28910",346,16397,0,70,"34","4","1","2",10530
"28911",1200,19394,0,49,"40","1","1","1",0
"28912",424,40544,0,85,"37","1","1","1",9546
"28913",400,32077,0,62,"39","5","1","1",15190
"28914",340,50000,0,46,"37","5","1","1",0
"28915",233,18534,0,49,"42","1","1","1",4350
"28916",169,20800,0,42,"39","5","1","1",0
"28917",350,43068,0,53,"40","1","1","1",0
"28918",530,59081,0,36,"39","1","1","2",0
"28919",812,164068,0,67,"46","1","1","1",0
"28920",500,178630,0,50,"43","1","2","1",0
"28921",0,17044,0,30,"43","1","1","1",0
"28922",1200,95076,0,38,"44","1","1","1",0
"28923",3000,87748,0,44,"39","1","1","1",0
"28924",219,23336,0,55,"34","5","1","2",0
"28925",684,86861,0,51,"43","1","1","1",0
"28927",0,12200,7200,31,"39","1","1","2",0
"28928",0,23000,0,35,"39","5","1","1",0
"28929",500,116211,0,52,"45","5","1","1",0
"28930",0,45053,0,31,"39","1","1","1",0
"28931",1140,4727,0,55,"34","5","2","2",0
"28932",690,171806,0,70,"39","1","1","1",0
"28933",690,45000,0,43,"40","1","2","1",0
"28934",0,25930,0,29,"41","7","2","1",0
"28935",0,15100,2400,37,"39","5","1","2",0
"28936",858,105188,0,70,"43","1","1","2",14106
"28937",142,35217,5200,46,"39","5","1","2",0
"28938",1500,2000,0,71,"34","5","1","2",0
"28939",1903,31280,0,50,"38","1","1","2",0
"28940",0,78000,0,39,"40","1","1","2",0
"28941",1000,31221,0,52,"43","1","1","2",0
"28942",0,24500,0,39,"40","6","1","2",0
"28943",0,124091,0,25,"43","7","1","1",0
"28944",1126,112496,0,66,"40","1","1","1",11600
"28945",955,78656,0,56,"43","1","1","2",0
"28946",880,45000,0,67,"39","1","1","1",0
"28947",2171,109783,0,49,"43","1","1","1",0
"28948",0,49900,0,48,"39","7","2","2",0
"28949",150,25854,0,66,"39","1","1","2",7746
"28950",500,50741,0,67,"39","1","1","1",12114
"28951",700,87000,0,47,"43","1","1","1",0
"28952",430,33524,0,82,"39","1","1","2",978
"28953",0,60000,0,26,"43","7","4","1",0
"28954",0,70071,0,22,"40","7","1","1",0
"28955",2200,81400,0,38,"43","1","1","1",0
"28956",3000,49216,0,35,"39","1","1","1",0
"28957",1000,21047,0,56,"43","5","1","2",0
"28958",0,83900,0,50,"39","1","1","2",0
"28959",500,50060,0,50,"40","1","1","2",0
"28960",1250,50146,0,52,"39","1","1","1",0
"28961",0,13740,0,23,"39","7","1","2",0
"28962",0,28000,0,26,"39","7","1","2",0
"28963",550,22820,0,57,"39","1","1","1",0
"28964",1400,13452,0,65,"39","1","1","2",4506
"28965",1954,21576,0,71,"39","1","1","1",17346
"28966",1781,56632,0,39,"39","1","1","2",0
"28967",900,63590,0,52,"43","5","1","1",0
"28968",780,39502,0,46,"40","1","1","2",0
"28969",1374,33154,0,45,"43","5","1","2",0
"28970",658,43433,0,51,"40","1","1","2",0
"28971",1860,95722,0,42,"44","1","1","2",0
"28972",2000,108800,0,50,"42","1","1","1",0
"28973",1000,46090,0,34,"39","1","1","1",0
"28974",0,28640,640,29,"39","5","1","2",0
"28975",0,32000,0,27,"36","7","1","2",0
"28976",89,47500,0,48,"34","1","1","1",0
"28977",862,58524,0,40,"43","1","1","1",0
"28978",2800,63000,0,33,"41","1","1","1",0
"28979",350,24500,0,58,"39","1","1","1",0
"28980",0,45372,0,23,"43","7","1","2",0
"28981",0,24010,0,42,"40","7","2","2",0
"28982",0,22063,0,40,"39","1","2","2",0
"28983",0,32015,0,49,"41","1","1","1",0
"28984",381,46926,0,40,"40","1","1","2",0
"28985",0,26016,0,69,"39","5","1","1",10866
"28986",550,17000,0,52,"37","5","2","2",0
"28987",0,28048,0,62,"43","1","1","1",0
"28988",451,46430,0,45,"43","5","1","1",0
"28989",690,7160,0,40,"39","5","1","2",0
"28990",683,66417,0,61,"33","1","1","2",0
"28991",542,17837,0,86,"34","4","1","2",6582
"28992",683,50000,0,57,"39","1","1","1",0
"28993",800,62022,0,40,"39","1","1","1",0
"28994",863,50050,0,54,"41","1","1","1",0
"28995",380,56007,0,38,"40","1","2","2",0
"28996",0,20000,0,33,"40","6","2","2",0
"28997",800,121484,0,41,"39","1","1","2",0
"28998",150,17640,2640,39,"39","6","1","2",0
"28999",0,16368,0,45,"39","7","2","2",0
"29000",560,68000,0,51,"39","1","1","1",0
"29001",755,46000,0,34,"40","1","1","1",0
"29002",1000,79500,0,35,"43","1","1","1",0
"29003",450,91536,0,41,"42","1","1","2",0
"29004",405,110000,0,56,"44","1","1","1",0
"29005",0,22126,0,70,"39","1","1","2",7014
"29006",0,94910,0,67,"43","1","1","1",9600
"29007",52,10920,0,31,"40","1","1","1",0
"29008",0,26000,0,44,"39","5","2","2",0
"29010",190,30000,0,45,"40","6","2","2",0
"29011",420,27582,0,65,"39","1","1","1",372
"29012",1200,25646,0,79,"39","5","1","2",12546
"29013",0,19900,0,21,"42","7","2","2",0
"29014",980,65775,0,32,"43","1","1","1",0
"29015",680,92797,0,55,"39","1","1","1",0
"29016",0,22739,0,40,"43","7","1","2",0
"29017",0,35000,0,28,"39","7","1","1",0
"29020",0,20000,0,41,"39","5","1","1",0
"29021",0,9942,0,83,"35","4","1","2",9906
"29022",7062,100162,0,43,"45","1","1","1",0
"29023",2000,110931,0,52,"40","1","1","1",0
"29024",0,22570,0,22,"41","7","1","2",0
"29025",0,7716,0,35,"39","7","1","1",7152
"29026",2000,71068,0,53,"40","1","1","1",0
"29027",1450,76102,0,52,"39","1","1","1",0
"29028",0,60724,0,48,"40","1","2","1",0
"29029",3600,37012,0,31,"41","1","1","1",0
"29030",0,65548,0,25,"40","7","1","1",0
"29031",1055,85208,0,39,"40","1","1","1",0
"29032",170,24032,0,45,"43","1","1","2",0
"29033",0,43135,0,64,"39","4","1","2",7608
"29034",0,31755,0,37,"34","1","1","2",0
"29035",2200,60054,0,53,"39","1","1","1",0
"29036",1462,83000,0,40,"39","1","1","1",0
"29037",1200,59880,0,45,"39","5","1","2",0
"29038",700,44850,0,48,"39","1","1","1",0
"29039",1462,97200,0,37,"39","1","1","1",0
"29040",1200,52161,0,50,"39","1","1","2",0
"29041",8191,119038,0,50,"44","1","1","2",0
"29042",3600,69199,0,39,"40","1","1","1",0
"29043",3502,232222,0,47,"45","5","1","1",0
"29044",2200,55357,0,48,"39","1","1","2",9468
"29045",455,71357,0,66,"34","1","1","1",0
"29046",0,37050,0,36,"44","7","1","1",0
"29047",0,9782,0,29,"39","7","1","2",0
"29048",0,13933,0,76,"39","1","1","2",4435
"29049",2300,16986,0,56,"39","5","1","1",16746
"29050",5079,103892,0,71,"39","1","1","2",12546
"29051",2500,60000,0,58,"40","4","1","2",0
"29052",1800,59288,0,46,"39","1","1","2",0
"29053",500,30002,0,35,"39","1","1","1",0
"29054",3200,53250,0,30,"39","1","1","1",0
"29055",450,8451,0,87,"39","4","1","2",8400
"29056",3500,25640,0,67,"34","1","1","1",11346
"29058",0,14951,0,57,"45","7","1","1",0
"29059",1357,18421,0,81,"39","6","1","2",8646
"29060",1223,48367,0,58,"39","1","1","1",0
"29061",1200,10500,0,52,"40","1","1","1",0
"29062",2800,33506,0,73,"41","4","1","2",8946
"29063",2150,131846,0,49,"43","1","1","1",0
"29064",900,16452,0,70,"36","4","2","1",7506
"29065",400,8080,0,42,"39","5","1","2",0
"29066",0,66854,0,60,"39","1","1","2",0
"29067",0,25392,0,29,"40","1","1","1",0
"29068",0,31045,0,61,"39","5","1","2",0
"29069",2230,258777,0,52,"44","1","1","1",0
"29070",1500,76000,0,43,"43","1","1","1",0
"29071",1200,47174,0,47,"40","5","1","1",0
"29072",800,52486,0,38,"40","1","1","2",0
"29073",0,55644,0,36,"43","7","1","2",0
"29074",0,17460,0,25,"39","7","1","2",0
"29076",1000,20274,0,39,"39","6","1","2",0
"29077",1088,143154,0,49,"44","1","1","2",0
"29078",600,45484,0,45,"44","1","1","2",0
"29079",0,21005,0,34,"43","6","1","2",0
"29080",909,69800,0,33,"43","1","1","1",0
"29081",1780,164106,0,46,"43","1","1","1",0
"29082",1560,84415,0,38,"44","1","1","1",0
"29083",0,9135,0,67,"38","4","1","2",8162
"29084",0,6846,0,39,"37","5","2","1",6426
"29085",1414,14579,0,69,"34","1","1","1",8658
"29086",1000,97495,0,52,"42","1","1","2",0
"29087",0,15000,0,33,"40","6","2","2",0
"29088",1850,125539,0,42,"40","1","1","2",0
"29089",2800,31000,0,33,"34","1","1","2",0
"29090",1000,54000,0,44,"46","5","1","2",0
"29091",1400,104457,0,45,"39","1","2","1",0
"29092",435,34578,0,57,"44","1","1","1",0
"29093",2463,188143,0,73,"45","3","1","1",18546
"29094",0,26760,0,89,"43","1","1","1",13830
"29095",0,14328,0,65,"40","4","1","2",6828
"29096",0,33250,0,18,"39","7","1","2",4458
"29097",3915,38000,0,59,"34","7","1","1",0
"29098",865,8235,0,67,"33","1","1","1",7326
"29099",0,59500,0,43,"39","1","1","1",0
"29100",995,32256,0,69,"43","4","1","2",11256
"29101",933,39025,0,48,"40","1","1","1",0
"29102",1335,17746,0,75,"43","1","1","1",9164
"29103",940,102347,0,42,"43","1","1","1",0
"29104",250,71854,0,72,"39","1","1","1",11346
"29105",475,33500,0,51,"36","1","1","1",0
"29106",0,12546,0,51,"33","4","1","2",6546
"29107",0,53630,0,38,"39","1","1","1",0
"29108",90,33700,0,37,"39","1","1","2",0
"29109",25,18000,0,32,"39","5","3","2",0
"29110",700,42976,0,68,"35","4","1","2",8518
"29111",490,42150,0,61,"43","1","1","2",0
"29112",0,20766,0,70,"33","4","2","2",7902
"29113",900,239339,0,33,"43","7","1","1",0
"29114",0,70000,0,32,"44","1","4","1",0
"29115",1300,231519,0,39,"44","1","1","2",0
"29116",118,25920,0,57,"37","5","1","2",7200
"29117",47368,231139,0,31,"40","1","1","2",0
"29118",0,31900,8400,40,"43","5","1","2",0
"29119",159,45056,0,56,"41","1","1","1",0
"29120",750,63021,0,44,"43","1","1","2",0
"29121",550,76204,0,44,"43","1","1","1",0
"29122",1344,22000,0,46,"40","5","1","1",0
"29123",840,35165,0,33,"39","7","2","1",0
"29124",96,22032,0,37,"39","5","2","2",0
"29125",135,99000,0,56,"40","1","1","1",0
"29126",0,45000,0,43,"39","1","1","2",0
"29127",512,55390,0,49,"41","1","1","2",0
"29128",355,71250,0,31,"39","4","1","2",0
